date,time,hour_of_the_day_,part_of_body,side,number_of_times,type,location,datetime
Feb 19,11:13,11,Shoulder,Right,1,Brush,Home,2026-02-19 11:13:00
Feb 19,11:24,11,Hand,Left,2,Pinch,Commute,2026-02-19 11:24:00
Feb 19,11:24,11,Hand,Left,1,Brush,Commute,2026-02-19 11:24:00
Feb 19,11:26,11,Hand,Left,2,Pinch,Commute,2026-02-19 11:26:00
Feb 19,11:30,11,Hand,Right,1,Scratch,Commute,2026-02-19 11:30:00
Feb 19,11:37,11,Hand,Right,1,Scratch,School,2026-02-19 11:37:00
Feb 19,11:39,11,Hand,Left,1,Scratch,School,2026-02-19 11:39:00
Feb 19,12:17,12,Hand,Right,1,Scratch,School,2026-02-19 12:17:00
Feb 19,12:21,12,Hand,Left,1,Scratch,School,2026-02-19 12:21:00
Feb 19,12:24,12,Hand,Right,1,Brush,School,2026-02-19 12:24:00
Feb 19,13:44,13,Hand,Right,2,Pinch,School,2026-02-19 13:44:00
Feb 19,13:46,13,Hand,Right,1,Scratch,School,2026-02-19 13:46:00
Feb 19,13:55,13,Hand,Right,1,Scratch,School,2026-02-19 13:55:00
Feb 19,13:58,13,Hand,Right,1,Brush,School,2026-02-19 13:58:00
Feb 19,14:20,14,Hand,Right,1,Scratch,School,2026-02-19 14:20:00
Feb 19,14:37,14,Hand,Right,1,Scratch,School,2026-02-19 14:37:00
Feb 19,14:45,14,Hand,Left,1,Scratch,School,2026-02-19 14:45:00
Feb 19,15:24,15,Hand,Left,1,Scratch,School,2026-02-19 15:24:00
Feb 19,15:26,15,Hand,Left,1,Pinch,School,2026-02-19 15:26:00
Feb 19,15:29,15,Hand,Left,1,Pinch,School,2026-02-19 15:29:00
Feb 19,15:51,15,Hand,Right,1,Scratch,School,2026-02-19 15:51:00
Feb 19,16:26,16,Hand,Left,1,Scratch,Commute,2026-02-19 16:26:00
Feb 19,16:33,16,Hand,Right,1,Scratch,Commute,2026-02-19 16:33:00
Feb 19,16:42,16,Hand,Right,1,Scratch,Commute,2026-02-19 16:42:00
Feb 19,17:24,17,Hand,Right,1,Scratch,Meal,2026-02-19 17:24:00
Feb 19,17:44,17,Hand,Right,1,Scratch,Meal,2026-02-19 17:44:00
Feb 19,17:50,17,Hand,Left,1,Scratch,Meal,2026-02-19 17:50:00
Feb 19,17:58,17,Hand,Left,1,Scratch,Meal,2026-02-19 17:58:00
Feb 19,18:38,18,Hand,Left,1,Scratch,Event,2026-02-19 18:38:00
Feb 19,19:10,19,Hand,Right,1,Scratch,Event,2026-02-19 19:10:00
Feb 19,19:24,19,Hand,Left,1,Brush,Event,2026-02-19 19:24:00
Feb 19,19:36,19,Hand,Right,1,Scratch,Event,2026-02-19 19:36:00
Feb 19,19:43,19,Hand,Right,2,Pinch,Event,2026-02-19 19:43:00
Feb 19,20:13,20,Sleeve,Right,1,Brush,Event,2026-02-19 20:13:00
Feb 19,20:16,20,Hand,Left,1,Touch,Event,2026-02-19 20:16:00
Feb 19,20:23,20,Sleeve,Left,1,Brush,Event,2026-02-19 20:23:00
Feb 19,20:23,20,Hand,Right,2,Pinch,Event,2026-02-19 20:23:00
Feb 19,20:27,20,Hand,Left,1,Touch,Event,2026-02-19 20:27:00
Feb 19,20:37,20,Hand,Right,1,Pinch,Event,2026-02-19 20:37:00
Feb 19,20:37,20,Hand,Left,1,Pinch,Event,2026-02-19 20:37:00
Feb 19,21:05,21,Hand,Right,1,Touch,Commute,2026-02-19 21:05:00
Feb 19,21:17,21,Hand,Right,2,Touch,Commute,2026-02-19 21:17:00
Feb 19,21:17,21,Hand,Left,2,Touch,Commute,2026-02-19 21:17:00
Feb 19,21:24,21,Hand,Left,2,Pinch,Commute,2026-02-19 21:24:00
Feb 19,21:48,21,Hand,Left,1,Scratch,Home,2026-02-19 21:48:00
Feb 19,21:48,21,Hand,Right,1,Scratch,Home,2026-02-19 21:48:00
Feb 19,21:54,21,Hand,Right,1,Pinch,Home,2026-02-19 21:54:00
Feb 19,22:24,22,Hand,Right,2,Brush,Home,2026-02-19 22:24:00
Feb 19,22:48,22,Hand,Right,1,Scratch,Home,2026-02-19 22:48:00
Feb 19,23:03,23,Hand,Right,2,Pinch,Home,2026-02-19 23:03:00
Feb 19,23:40,23,Hand,Right,3,Touch,Home,2026-02-19 23:40:00
Feb 20,0:08,0,Hand,Right,1,Scratch,Home,2026-02-20 00:08:00
Feb 20,8:14,8,Hand,Right,1,Scratch,Home,2026-02-20 08:14:00
Feb 20,9:43,9,Hand,Left,2,Scratch,Home,2026-02-20 09:43:00
Feb 20,9:55,9,Hand,Right,1,Scratch,Home,2026-02-20 09:55:00
Feb 20,10:16,10,Hand,Left,1,Scratch,Home,2026-02-20 10:16:00
Feb 20,10:19,10,Hand,Left,1,Pinch,Home,2026-02-20 10:19:00
Feb 20,11:08,11,Hand,Right,1,Scratch,Home,2026-02-20 11:08:00
Feb 20,11:35,11,Hand,Left,1,Pinch,Home,2026-02-20 11:35:00
Feb 20,11:36,11,Hand,Left,2,Scratch,Home,2026-02-20 11:36:00
Feb 20,11:53,11,Hand,Left,1,Scratch,Home,2026-02-20 11:53:00
Feb 20,12:55,12,Sleeve,Right,1,Brush,Commute,2026-02-20 12:55:00
Feb 20,13:01,13,Hand,Left,1,Scratch,Commute,2026-02-20 13:01:00
Feb 20,13:04,13,Hand,Left,1,Scratch,Commute,2026-02-20 13:04:00
Feb 20,13:13,13,Hand,Right,1,Scratch,School,2026-02-20 13:13:00
Feb 20,13:19,13,Hand,Right,1,Pinch,School,2026-02-20 13:19:00
Feb 20,13:20,13,Hand,Left,1,Scratch,School,2026-02-20 13:20:00
Feb 20,13:24,13,Hand,Right,1,Scratch,School,2026-02-20 13:24:00
Feb 20,13:37,13,Hand,Right,1,Scratch,School,2026-02-20 13:37:00
Feb 20,13:49,13,Hand,Left,1,Scratch,School,2026-02-20 13:49:00
Feb 20,14:12,14,Hand,Left,1,Scratch,School,2026-02-20 14:12:00
Feb 20,14:13,14,Hand,Left,1,Scratch,School,2026-02-20 14:13:00
Feb 20,14:13,14,Hand,Right,1,Scratch,School,2026-02-20 14:13:00
Feb 20,14:22,14,Hand,Right,1,Scratch,School,2026-02-20 14:22:00
Feb 20,14:30,14,Hand,Right,1,Scratch,School,2026-02-20 14:30:00
Feb 20,14:32,14,Hand,Right,2,Pinch,School,2026-02-20 14:32:00
Feb 20,15:24,15,Hand,Right,2,Pinch,School,2026-02-20 15:24:00
Feb 20,15:57,15,Hand,Right,2,Pinch,School,2026-02-20 15:57:00
Feb 20,16:38,16,Hand,Left,1,Touch,School,2026-02-20 16:38:00
Feb 20,16:48,16,Hand,Left,1,Scratch,School,2026-02-20 16:48:00
Feb 20,16:58,16,Hand,Left,1,Brush,School,2026-02-20 16:58:00
Feb 20,17:06,17,Hand,Left,1,Pinch,School,2026-02-20 17:06:00
Feb 20,17:27,17,Hand,Right,1,Touch,Commute,2026-02-20 17:27:00
Feb 20,17:30,17,Hand,Right,1,Scratch,Commute,2026-02-20 17:30:00
Feb 20,17:32,17,Hand,Right,1,Pinch,Commute,2026-02-20 17:32:00
Feb 20,18:11,18,Hand,Right,2,Touch,Gym,2026-02-20 18:11:00
Feb 20,18:51,18,Sleeve,Left,1,Touch,Gym,2026-02-20 18:51:00
Feb 20,19:14,19,Sleeve,Right,1,Touch,Gym,2026-02-20 19:14:00
Feb 20,20:42,20,Hand,Left,1,Touch,Home,2026-02-20 20:42:00
Feb 20,21:29,21,Hand,Right,2,Touch,Home,2026-02-20 21:29:00
Feb 20,22:07,22,Hand,Left,1,Touch,Home,2026-02-20 22:07:00
Feb 20,22:08,22,Hand,Right,1,Scratch,Home,2026-02-20 22:08:00
Feb 20,22:12,22,Hand,Right,1,Pinch,Home,2026-02-20 22:12:00
Feb 20,22:43,22,Hand,Left,1,Scratch,Home,2026-02-20 22:43:00
Feb 20,22:47,22,Hand,Right,1,Scratch,Home,2026-02-20 22:47:00
Feb 20,22:53,22,Hand,Right,1,Pinch,Home,2026-02-20 22:53:00
Feb 21,0:04,0,Hand,Right,1,Scratch,Home,2026-02-21 00:04:00
Feb 21,0:05,0,Hand,Right,1,Scratch,Home,2026-02-21 00:05:00
Feb 21,0:10,0,Hand,Right,2,Scratch,Home,2026-02-21 00:10:00
Feb 21,8:16,8,Hand,Right,2,Pinch,Home,2026-02-21 08:16:00
Feb 21,9:26,9,Hand,Left,1,Touch,Commute,2026-02-21 09:26:00
Feb 21,9:27,9,Hand,Left,2,Brush,Commute,2026-02-21 09:27:00
Feb 21,9:29,9,Hand,Left,1,Pinch,Commute,2026-02-21 09:29:00
Feb 21,9:35,9,Hand,Left,1,Scratch,Commute,2026-02-21 09:35:00
Feb 21,9:45,9,Hand,Right,1,Pinch,Commute,2026-02-21 09:45:00
Feb 21,9:54,9,Hand,Left,2,Pinch,Commute,2026-02-21 09:54:00
Feb 21,10:14,10,Hand,Left,1,Pinch,Home,2026-02-21 10:14:00
Feb 21,11:02,11,Hand,Left,1,Pinch,Home,2026-02-21 11:02:00
Feb 21,11:23,11,Hand,Left,1,Pinch,Home,2026-02-21 11:23:00
Feb 21,11:29,11,Hand,Right,1,Pinch,Home,2026-02-21 11:29:00
Feb 21,11:44,11,Hand,Left,1,Scratch,Home,2026-02-21 11:44:00
Feb 21,11:50,11,Hand,Right,1,Pinch,Home,2026-02-21 11:50:00
Feb 21,12:49,12,Hand,Left,1,Pinch,Home,2026-02-21 12:49:00
Feb 21,13:24,13,Hand,Right,1,Scratch,Home,2026-02-21 13:24:00
Feb 21,14:02,14,Hand,Right,1,Pinch,Commute,2026-02-21 14:02:00
Feb 21,14:03,14,Hand,Left,1,Scratch,Commute,2026-02-21 14:03:00
Feb 21,14:12,14,Hand,Right,2,Scratch,Commute,2026-02-21 14:12:00
Feb 21,14:22,14,Hand,Right,1,Scratch,Commute,2026-02-21 14:22:00
Feb 21,14:27,14,Hand,Right,1,Pinch,Commute,2026-02-21 14:27:00
Feb 21,15:08,15,Hand,Right,2,Touch,School,2026-02-21 15:08:00
Feb 21,15:13,15,Hand,Right,1,Pinch,School,2026-02-21 15:13:00
Feb 21,15:26,15,Hand,Left,1,Touch,School,2026-02-21 15:26:00
Feb 21,15:58,15,Hand,Right,1,Pinch,School,2026-02-21 15:58:00
Feb 21,16:09,16,Hand,Right,2,Pinch,School,2026-02-21 16:09:00
Feb 21,16:50,16,Hand,Right,1,Scratch,School,2026-02-21 16:50:00
Feb 21,17:09,17,Hand,Left,1,Scratch,School,2026-02-21 17:09:00
Feb 21,17:36,17,Hand,Left,1,Scratch,School,2026-02-21 17:36:00
Feb 21,18:50,18,Hand,Right,1,Brush,Commute,2026-02-21 18:50:00
Feb 21,19:01,19,Hand,Right,1,Brush,Commute,2026-02-21 19:01:00
Feb 21,19:02,19,Hand,Right,1,Brush,Commute,2026-02-21 19:02:00
Feb 21,19:08,19,Hand,Right,1,Pinch,Commute,2026-02-21 19:08:00
Feb 21,20:01,20,Hand,Right,1,Scratch,Commute,2026-02-21 20:01:00
Feb 21,23:19,23,Hand,Right,1,Scratch,Home,2026-02-21 23:19:00
Feb 21,23:48,23,Hand,Right,1,Pinch,Home,2026-02-21 23:48:00
Feb 21,23:57,23,Hand,Right,1,Scratch,Home,2026-02-21 23:57:00
